9.297085481;76.55287683;24.6;5.8;7.4;77;1.4;0.8;285;3.144180633
9.257982086;76.78966962;25.7;6.6;7.5;75;1.4;0.7;183;2.935784974
9.236101602;76.67401901;24.8;6.7;7.5;82;1.4;1;161;2.93038763
9.224586887;76.71476921;25.1;6.7;7.5;85;1.4;1;183;2.904748506
18.69780162;73.02836324;25.1;6.6;7.8;95;4.9;0.2;16;1.723308334
19.31469821;73.18409304;29.6;6.9;7.9;99;5;0.4;15;1.695820947
19.44743001;73.34996429;27.4;6.8;7.7;85;5.2;0.3;11;1.507853985
19.44743001;73.34996429;27.8;6.7;7.8;80;4.9;0.3;12;1.619326998
21.48571009;86.95563686;24.4;7.5;7.8;519;2.1;0.7;38700;5.236253531
21.92431682;86.71795195;24.7;7.7;7.9;232;1.3;0.8;30790;5.101878096
25.20423459;90.2315166;25.1;7.2;7.5;120;2.3;4.1;31;2.02202973
25.33640586;90.28088518;25.5;7.2;7.5;119;2.3;3.8;33;2.069817789
10.29489655;76.33656657;27.8;6.9;6.9;134;1.1;0.4;249;3.017522684
11.33730298;76.25915313;25.8;6.7;7.4;14526;0.8;0.6;1411;3.647749132
11.2688158;75.97591457;26.7;7;7.5;80;0.8;0.4;2573;3.935650776
11.2860086;76.21480438;26.4;7.2;7.4;82;0.7;0.5;840;3.452150657
12.49436468;74.9839849;29.8;7.5;7.2;67;1.1;0.1;76;3.068190381
23.82246116;91.29687804;26.6;6.6;7.9;210;4.2;1.9;510;3.053290446
9.970368838;76.36015472;28.6;3;6.6;965;1.7;1.2;247;3.016616183
30.60545963;76.80606749;24.7;5.5;7.4;745;10;6.1;12167;4.946745669
30.53713627;76.58107451;22;4.9;7.7;1385;27.5;7.7;42500;5.378569762
30.55313304;76.67415261;24.3;5;7.3;1067;19.3;6.2;21467;5.090256606
17.61696717;80.68130434;20.5;6.9;8;505;0.9;0.7;2;3.536700688
29.69937784;75.23935323;21.5;4.1;7.5;1015;23;6.1;35000;5.270424779
20.19420413;73.05795828;30.6;6.7;7.5;203;0;0.1;11;1.584962501
25.89841333;90.61778788;25.2;7.5;7.3;82;1.8;2.8;30;2.043094339
29.47477891;74.41365112;32.6;4;6.8;370;3;0.8;4;1.056641667
25.55985365;90.19342448;23.2;7.5;7.5;111;2.4;3;293;2.994331192
30.32382114;76.4216657;19;4.8;7.6;1090;22;3.6;30500;5.226676601
30.32382114;76.4216657;22.7;5.8;7.2;640;6;4.3;1450;3.997292033
30.32382114;76.4216657;24;5.1;7.4;1375;23.7;5.9;27333;5.206405656
30.61302627;76.83110779;23;5.5;7.3;705;10;5;2020;4.135844444
29.81240366;75.89099585;19.5;4.9;7.7;1418;21;4.2;28000;5.198380302
23.43340909;91.68121508;29.1;6.4;7.8;158;4.1;0.5;458;2.988594762
23.43340909;91.68121508;27.3;6.2;7.8;165;2.1;0;282;2.803130312
15.24180361;74.62558938;27.1;7.3;7.3;109;2.4;3.4;18;2.007455938
15.23520768;74.61775393;26.3;7.5;7.5;83;2.1;2;22;2.069817789
9.018024317;76.92782498;24.8;7.2;7.6;75;1.4;1;188;2.911569873
10.79470343;76.64392381;29.2;6.1;7.6;281;1.2;0.7;384;3.162613345
19.33886323;73.60013181;30.6;5.1;7.3;3937;10.3;1.8;31;2.125013144
20.99217898;74.30891104;25;5.6;7.9;468;3.6;1.9;66;2.452517335
8.441674226;76.95049775;25.5;1.9;7.7;2941;26.9;2.8;10875;5.063261986
11.7130794;76.10177987;26.6;6.7;7.6;106;0.5;2.5;44;2.049915707
24.57616402;72.7211696;22.3;6;7.2;106;0.8;0.4;4;1.302296865
12.83736493;75.2428979;29.1;6.4;7.2;102;1;0;137;3.41873623
18.44207815;73.11952012;25;6.4;7.6;541;5.7;0.6;23;1.830617699
18.46699575;73.08222239;25;5.5;7.4;6166;7.7;1.1;44;2.02202973
18.43015102;73.16566127;25.1;6.7;7.6;83;4.8;0.2;28;2.082642504
18.53921477;72.93465236;25.3;5.3;7.7;24062;9.9;1.2;156;2.749309171
25.53398492;91.60161136;19.3;7.5;7.2;66;1.6;2.5;22;1.81981054
25.2261185;91.2306934;24;7.8;7;74;2.3;4.3;28;2.251629167
25.49979228;91.70830159;18.3;7.2;7.2;56;1.7;2.6;21;1.797439141
25.61809554;92.30792966;20.1;5.3;3.3;831;7.7;3.2;18;1.723308334
25.2932097;92.39163195;20.5;6.7;2.7;1350;3.3;1.1;7;1.333333333
25.11198328;92.36938729;21.2;7.3;6.6;274;2.5;2.4;176;2.864152346
25.71638443;90.81620826;26.3;7.4;7.3;67;1.8;2.5;25;1.927119905
25.71638443;90.81620826;25.5;7.2;7.4;82;2;2.8;26;1.976912446
15.50050634;73.83638972;30;5.5;7.4;81;1.5;0.1;2853;3.994449976
15.47465917;73.80550734;29.2;6.1;6.7;308;1.4;0.3;3355;4.156547272
9.389321401;76.64063618;28.2;6.8;6.9;68;1.7;0.1;449;3.122107405
9.362966396;76.58890835;28.5;6.6;7;70;1.4;0.1;550;3.227664861
11.71040051;76.10370033;27.6;6.4;7.7;100;0.6;0.9;56;2.153143873
30.49616407;77.21077677;24.5;7.6;7.9;344;1.6;0.4;12;1.486477206
30.49616407;77.21077677;23.9;7.7;7.7;354;1.3;0.3;12;1.486477206
9.676255067;76.6093189;27.5;6.8;6.6;49;0.5;0.4;1719;3.842166413
19.09354341;72.87845423;26.1;3.6;7.4;4424;31.3;2.2;276;2.962914416
16.76200647;73.43985711;21.4;7.2;7.7;226;3.1;0.8;76;2.340789271
9.805055187;76.45306888;27.8;6.9;6.8;59;0.6;0.5;1916;3.906890596
25.54807744;92.29599245;20.3;7.3;7.1;57;2;2.4;24;1.881285397
25.56994889;92.21884139;20;7.3;7.1;55;1.9;2.5;24;1.909306818
25.43472307;92.20548823;21;7.3;5.6;56;1.8;2.1;16;1.695820947
25.4385252;92.21846568;19.4;6.6;7.1;114;2.6;2.8;2142;3.867256929
20.97275793;85.73228396;24;7.4;7.8;244;1.9;1;20880;4.535506961
19.24871921;83.42389939;24.8;7.4;7.9;196;0.7;0.6;5323;4.631005687
19.17096867;83.43101252;22.8;7.5;8;243;1.7;0.9;8780;4.96264485
18.7850871;83.50785255;25.9;5.5;7.6;569;1.3;0.9;18;2.379850451
12.96463284;75.36513378;28.4;6.5;7.1;92;1;0;155;3.463389652
25.5186711;91.26657634;19.2;5.1;7;105;3.6;4.7;351;3.202443438
25.5186711;91.26657634;18.3;7.3;7.1;51;1.6;2.4;19;1.773976032
12.68807187;78.61542047;29.3;6.5;7.4;1063;2;0.6;177;2.84896482
9.326717223;76.61689282;27.2;5.2;6.8;55;0.6;0.7;171;2.763339616
9.36390141;76.42238468;28.1;4.8;6.8;86;0.7;0.8;208;2.79167981
9.328558402;76.47645122;28.3;3.9;6.9;62;0.5;0.7;155;2.716582373
19.12798773;72.97643209;27.4;5.9;7.4;268;6.4;0.4;37;2.02915428
19.09214555;73.01817978;27.1;5.4;7.5;2413;7.4;1.5;59;2.285993665
18.83096653;73.08680527;27.2;5.8;7.3;384;5.4;0.6;37;2.095134073
19.02716466;73.09200879;27;5.9;7.4;269;6.4;0.4;19;1.851529617
18.82706345;73.28232275;27;6;7.3;269;8.5;0.4;32;1.952660332
18.81762937;73.28702198;27.2;6.1;7.3;196;6.1;0.5;30;1.992426641
18.82566972;73.28283139;27.3;5.9;7.4;269;5.1;1.2;34;1.968963532
19.20896461;72.99486311;22.6;6.3;7.8;223;4.6;0.9;15;1.666666667
10.16323718;76.44079444;27.7;7;7;36;1.1;0.2;276;3.026494928
10.05184107;76.28003137;28.1;6.6;7;46;1.3;0.3;228;2.960881016
9.971968126;76.30687345;28;6.3;6.9;64;1.2;0.3;381;3.223552083
10.11235214;76.3474634;28.1;5;6.9;3185;1.8;0.4;290;3.127180984
11.87185516;75.57376563;27.3;6.7;6.9;56;0.9;0.2;82;2.475421585
11.87185516;75.57376563;27.5;6.5;6.7;2240;1.2;0.2;136;2.749309171
8.773510313;76.72523864;25.2;6.3;6.9;73;1.6;0;787;3.657181185
10.84034473;76.02448943;29.9;7;7.4;130;0.7;0.1;301;3.068190381
10.79957808;76.18315815;29.8;6.6;7.7;191;1.6;0.2;362;3.122835487
11.42989995;75.73320026;26.9;5.9;7.4;17990;0.7;0.5;1888;3.817585343
8.899018298;76.85543919;26;6.7;7.5;90;1.6;0.9;199;2.961898791
8.882726215;76.85241365;23.6;6.1;7.4;4429;2;1.6;243;3.034429269
11.02193365;75.99284863;30.7;6.9;6.8;85;1.6;0.2;82;2.562166842
11.04513842;75.93339093;30.3;6.7;6.9;87;1.7;0.2;155;2.817070371
10.00644727;76.38109022;28.7;2.1;6.8;101;1.6;0.8;431;3.146263951
10.04135424;76.37654119;28.2;2.5;6.9;83;1.9;0.3;353;3.119184002
11.23772688;75.78704817;26.3;3.7;7.7;32005;1.2;0.9;40000;5.294023277
11.72510667;76.0191071;30.4;7.6;7.1;58;1.2;0.1;163;3.30279754
10.53259785;76.04705722;28.9;6.4;7.2;63;1.3;0.4;121;3.021131694
12.09275262;75.1856162;28.8;5.4;6.7;65;1.1;0.3;60;2.389975
10.6002795;76.48995762;29.3;5.6;7.3;90;1.6;0.4;268;3.153826482
10.7959364;76.76147466;29.5;7.1;8;728;1.2;0.4;374;3.148338282
12.20948076;75.44090511;26.9;7.4;6.9;57;1.1;0.3;70;2.437627652
12.00834451;75.37130376;28.4;5.9;6.8;13953;1.5;0.4;70;2.458346477
11.65041031;75.75506687;25.8;7.2;7.2;41;0.7;0.2;441;3.120647925
11.71050191;75.6728774;26.6;6.5;7.4;71;0.6;0.3;4192;4.258948077
8.676203665;76.82791133;25.3;6.8;7.1;81;0.8;0;389;3.43611301
12.71467643;74.90140981;29;7.3;6.9;96;1.9;0.2;89;3.22941677
12.56028466;74.9557817;30;5.6;7.2;24360;2.1;0.3;92;2.93471034
12.26999939;75.12106797;30.2;7.1;6.8;14410;1.8;0.1;65;2.95678824
12.30660997;75.10839403;30.8;6.2;7.2;22757;1.5;0.1;98;3.027383014
8.389314796;77.09675074;25.3;6.7;7.1;66;0.6;0;222;3.096672949
8.426144684;77.09219098;25.3;7.2;7;59;0.6;0;165;2.919407738
9.116556423;76.66815924;25.8;6;7.6;120;1.3;1.1;212;3.010222379
10.0664575;76.33399416;28.1;5.7;6.9;53;3.1;0.4;574;3.41160581
10.16718102;76.61292753;28.1;6.6;7.1;2007;1.3;0.2;356;3.205516281
10.69259818;76.68386812;27.3;6.5;6.5;43;0.9;0.4;87;2.518196284
10.90482125;75.94079372;28.3;6.7;6.3;54;0.9;0.1;136;3.084221811
10.5456747;76.17904431;29.1;4.3;7.2;113;1.8;0.4;188;3.212208207
12.04648321;75.26540207;28.7;4.6;6.7;12561;1.5;0.6;72;2.472617505
12.64041804;75.0131537;28.5;7.7;6.9;61;1.6;0;88;3.037914055
11.78632713;75.56836636;26.6;5.8;6.5;61;1;0.4;70;2.41280158
10.93286204;75.93438406;31;4.5;6.9;1614;2.1;0.6;131;2.61516335
12.68140558;74.92074318;30.5;6.9;7.2;20950;1.3;0.2;113;3.109558309
25.35919445;91.45170785;19.6;7.7;7.2;50;1.6;2;19;1.723308334
15.61494603;73.90134244;27.9;6.7;6.4;93;1.4;0.1;2147;3.915084714
25.76259056;73.32459038;23.7;5.6;7.9;326;1.1;0.8;4;0.666666667
15.58870681;73.95089189;29.3;7.4;6.8;121;1.7;0.4;11633;4.715231125
15.6299679;73.75583169;30;6;7.5;72;1.6;0.2;4995;4.405430385
15.72555407;73.78547514;29.2;6.9;7;620;1.1;0.1;3500;4.207045371
25.11645501;73.15622088;25.1;5.9;8;401;0.9;0.7;4;1.302296865
15.72362803;73.78838802;27.8;7.1;7.1;176;1.2;0.1;4573;4.310799774
8.572740538;77.02060284;25.1;7.4;7;35;0.1;0;165;2.891985678
18.75682974;82.82429679;22.7;7.3;7.2;103;0.7;1.7;4871;4.584475233
15.35765232;74.12707556;29.1;7.3;7;188;1;0.1;1286;3.857882396
15.41640935;74.05186511;29;7.3;7;247;1.5;0.2;1095;3.75344384
15.22236898;74.14912834;28.7;7;6.9;224;1.2;0.3;3896;4.239653637
25.99552688;73.01085516;23.9;6.2;8.1;592;1;0.7;4;0.861654167
15.5279871;74.14273736;28.7;7.3;6.7;144;1.5;0.1;1940;3.858513082
15.52750119;73.96963083;29.6;6.4;6.7;414;1;0.2;6073;4.400656909
15.50613866;73.84257272;30;6.4;7.6;305;2.2;0.1;3478;4.094941367
15.48717316;73.80862295;30.1;6.3;7.6;77;2.3;0.1;2606;4.023485472
15.56104682;73.86813122;29.5;5.3;6.8;319;1.8;0.3;6458;4.441112096
30.4957775;77.20759035;23.6;7.8;7.8;376;1.3;0.4;9;1.362487614
10.08203625;76.31780173;28.2;6.2;6.9;86;1.3;0.2;372;3.325282656
10.08286708;76.33227118;28;5.7;6.8;2640;1.9;0.5;385;3.189318692
15.26938844;73.95291115;28.3;2.2;6.5;322;4.7;1.2;11210;4.621653305
15.21976936;73.95825392;30.1;5.2;7.1;192;2.6;0.3;5073;4.374545485
15.15689816;73.95263928;29.4;5.4;7.6;39;1.4;0.1;3176;4.212132683
15.1865281;73.9853303;29;6.3;6.4;79;1.6;1.4;7592;4.549527428
15.510921;73.77815697;30.3;5.6;7.5;282;1.8;0.1;3205;4.103726887
15.50672605;73.77897433;30.5;5.5;7.4;275;1.5;0.1;4698;4.358102914
30.83196545;76.9641019;18.1;4.4;7.1;694;41;1.2;92;2.602451641
14.99449254;74.05841932;29.1;7.3;6.7;55;1.4;0.1;2638;3.9889553
15.72624836;73.69618821;30.1;6.5;7.5;415;2;0.1;864;3.528946596
11.8721643;75.35599048;28.8;6.6;7;14487;0.9;0.3;55;2.228833509
15.55282286;73.97430343;29.2;7.2;6.3;100;1.5;0.1;7942;4.576221526
18.34667409;84.11454248;26.5;5.4;7.8;310;0.8;2.4;7;2.247155662
15.34951008;74.002767;29.7;5.8;6.9;64;3.8;0.5;5382;4.347846666
15.36909438;73.96352091;29.5;5.8;7.3;83;1.9;0.4;3428;4.141738634
19.38323551;85.03960308;27.4;6.6;7.8;25034;1.5;0.9;1671;4.01479804
19.38323551;85.03960308;26.8;7.2;8;296;1.5;0.7;1468;4.02493682
25.5071946;90.59257489;23.7;7.6;7.3;115;2.1;3.7;301;3.01479804
24.62924065;90.38881793;27.3;6.7;8;138;5;0.3;14;1.681464706
24.70088221;90.36959054;27.6;6.6;8.1;161;4.6;0.3;16;1.666666667
24.575337;90.39455331;27.1;6.8;7.9;5390;4.9;0.8;15;1.602451641
8.626242286;78.06792901;29;6.6;7.2;1300;2.7;0.2;21;1.968963532
8.709806425;77.37852255;22.8;6.8;6.6;63;2.9;0.1;11;1.723308334
8.701176935;77.56637319;24.5;6.6;6.4;101;2.5;0.2;13;1.785850668
8.62837616;78.02010001;29;6.7;7;461;2.5;0.1;17;1.890808447
8.688015484;77.45685208;23;6.6;6.2;69;2.5;0.1;11;1.749309171
8.713596494;77.8358495;29;6.7;6.9;226;2.2;0.2;12;1.749309171
8.771590641;77.41734984;23.8;6.7;6.3;72;2.7;0.2;9;1.666666667
8.694437476;77.46088829;22.8;6.7;6.4;61;4.6;0.1;10;1.695820947
8.721676256;77.70743501;25.7;6.6;6.7;170;2.5;0.2;10;1.695820947
8.686424326;77.66855371;29;6.8;6.9;241;2.5;0.1;14;1.861654167
8.755861891;77.73782676;25.5;6.6;6.5;136;2.5;0.2;13;1.830617699
8.772774119;77.75747541;25.7;6.5;6.6;159;2.4;0.2;11;1.785850668
19.48507365;73.08341673;27.8;6.7;7.8;81;4.9;0.3;14;1.709761006
23.7118432;92.66418402;24.4;7.2;7.3;275;1.5;0.1;4;2.02915428
23.74321441;92.63691132;24.5;7.1;7.3;269;1.4;0.1;0;2.281830017
23.62935236;92.78814096;23.5;6.8;7.1;201;1.4;0.2;0;2.142088252
23.8371749;92.81028528;23.6;6.9;7.1;186;1.6;0.1;0;1.619326998
30.52743563;76.49324694;25;5;7.6;975;16.3;6.1;11167;4.801070597
30.47165507;75.27712174;23.3;5.3;7.2;970;13.3;5.9;3167;4.266764419
17.61655121;80.68098965;18.9;7.1;7.8;516;0.7;0.5;2;3.424598533
29.69934056;75.23942297;20;4.8;7.4;854;17;4.7;20500;5.071237266
19.17940852;73.24568854;28.1;6.3;7.6;186;4.6;0.6;13;1.65139877
18.79398858;73.37845627;28;5.9;7.7;194;5.5;0.6;22;1.890808447
18.77445789;73.61561096;28.6;6.6;7.6;207;4.7;0.7;12;1.65139877
25.44896798;91.76584845;18.9;7.4;7.1;57;1.5;2.9;13;1.773976032
25.47759846;91.88530132;18.2;6.2;7;81;2.4;5.1;36;2.101260249
25.18052812;91.63588086;25.1;7.5;7.4;144;1.7;3.5;26;1.960881016
25.46476541;91.82709607;18.8;7.2;7.1;66;1.9;3.4;28;1.992426641
25.57470634;92.02571148;20.2;7.3;7.2;65;1.9;3.3;24;1.861654167
25.21226194;92.0019532;18.8;7.1;7.1;63;1.9;5.6;22;1.861654167
25.58934572;92.04947854;20;7.3;7.3;65;2;3;25;1.918295834
25.55212526;91.92103336;18.5;1.5;6.9;345;33.9;16.9;23232;5.021286163
25.57941724;91.98443802;18.5;0.9;7.2;506;61.1;19.6;64250;5.566076625
25.58745917;91.93225467;18.3;1;7.2;376;57.2;20.3;48665;5.450140425
25.57897119;91.89337442;18.8;3.9;7.1;233;17;10.5;13174;4.813255322
25.1903695;92.01873197;22.1;7.7;7.2;62;1.6;3;27;1.960881016
25.4726155;91.9105405;18.2;7.2;7;66;1.9;3.7;28;1.968963532
25.56608571;91.89203127;18.7;1.2;7.1;380;45.7;15.6;51583;5.507215481
25.56110334;91.89339945;17.6;7.3;6.9;61;2.2;2;25;1.900146573
25.57135806;91.86847816;18.7;3.2;7.1;258;23.5;10.3;31833;5.24096252
26.04223359;91.8679792;23.1;7.2;7.2;124;6.9;4.5;348;3.036174819
25.78542633;91.78904984;22.6;7.2;7.1;65;2.1;2.4;56;2.302296865
19.72117307;73.47085407;26.9;6.8;7.7;85;5;0.4;15;1.695820947
8.726937162;76.89840139;25.3;6.9;7.5;54;0.6;0;319;3.557769692
19.63786304;83.48510736;25.3;7.5;7.9;194;1;1;2906;4.354408844
19.0943613;83.81299576;27.1;7.4;7.9;170;0.8;0.9;4948;4.676112591
17.51836367;73.5725134;23;7;7.4;178;2.7;0.9;12;1.773976032
17.52612097;73.53770937;23;7.2;7.2;180;2.7;1;21;2.043094339
17.53781089;73.52675391;23;7.1;7.4;176;2.7;0.9;9;1.635630199
11.65931285;78.12733443;24.3;0.9;7.6;2039;104.5;0.9;272521616;9.643001529
25.63896012;91.07463953;20;7.5;7.3;64;1.9;3.3;21;1.797439141
25.30820761;91.084892;19.9;7.6;7.3;65;1.9;3.8;21;1.808754918
15.49960764;73.95378672;29.8;5.7;7.2;189;2;0.2;4953;4.34487568
15.28380535;74.07022891;29.5;6.3;6.9;179;1.7;0.1;3243;4.126639939
